Date, Open, High, Low, Close
13-03-2018,25257.75,25376.4,24947.5,25007.03
14-03-2018,25086.97,25130.12,24668.83,24758.12
15-03-2018,24837.29,25053.87,24753.29,24873.66
16-03-2018,24877.34,25031,24857.09,24946.51
19-03-2018,24893.69,24893.69,24453.14,24610.91
20-03-2018,24650.64,24803.61,24650.64,24727.27
21-03-2018,24723.49,24977.65,24655.4,24682.31
22-03-2018,24526.01,24526.01,23938.74,23957.89
23-03-2018,23995.18,24108.47,23509.06,23533.2
26-03-2018,23825.74,24232.3,23741.22,24202.6
27-03-2018,24276.62,24446.22,23708.73,23857.71
28-03-2018,23883.08,24092.47,23728.67,23848.42
29-03-2018,23949.18,24314.3,23928.13,24103.11
02-04-2018,24076.6,24123.8,23344.52,23644.19
03-04-2018,23698.33,24044.35,23664.33,24033.36
04-04-2018,23654.15,24308.96,23523.16,24264.3
05-04-2018,24313.91,24622.26,24313.91,24505.22
06-04-2018,24373.6,24434.4,23738.2,23932.76
09-04-2018,24037.52,24373.18,23954.83,23979.1
10-04-2018,24198.95,24511.35,24198.95,24408
11-04-2018,24274.19,24366.57,24150.87,24189.45
12-04-2018,24302.82,24592.12,24302.82,24483.05
13-04-2018,24582.82,24646.45,24243.74,24360.14
16-04-2018,24483.15,24675.36,24480.2,24573.04
17-04-2018,24681.79,24858.97,24681.79,24786.63
18-04-2018,24820.85,24832.54,24721.09,24748.07
19-04-2018,24711.3,24762.48,24557.03,24664.89
20-04-2018,24657.39,24678.07,24375.04,24462.94
23-04-2018,24488.07,24536.89,24328.54,24448.69
24-04-2018,24579.94,24579.94,23828.73,24024.13
25-04-2018,24070.2,24146.34,23823.08,24083.83
26-04-2018,24128.72,24402.46,24128.72,24322.34
27-04-2018,24342.14,24359.38,24194.45,24311.19
30-04-2018,24410.41,24498.23,24163.08,24163.15
01-05-2018,24117.29,24117.29,23808.19,24099.05
02-05-2018,24097.63,24185.52,23886.3,23924.98
03-05-2018,23836.23,23996.15,23531.31,23930.15
04-05-2018,23865.22,24333.35,23778.87,24262.51
07-05-2018,24317.66,24479.45,24263.42,24357.32
08-05-2018,24341.35,24412.34,24198.34,24360.21
09-05-2018,24399.18,24586.48,24323.87,24542.54
10-05-2018,24591.66,24794.99,24575.91,24739.53
11-05-2018,24758.64,24868.65,24717.5,24831.17
14-05-2018,24879.37,24994.19,24862.52,24899.41
15-05-2018,24809.55,24809.55,24629.39,24706.41
16-05-2018,24722.32,24801.19,24672.79,24768.93
17-05-2018,24752.4,24839.49,24639.4,24713.98
18-05-2018,24707.72,24774.97,24664.87,24715.09
21-05-2018,24883.06,25086.49,24883.06,25013.29
22-05-2018,25047.55,25064.99,24812.06,24834.41
23-05-2018,24757.71,24889.46,24667.12,24886.81
24-05-2018,24877.36,24877.36,24605.9,24811.76
25-05-2018,24781.29,24824.22,24687.81,24753.09
29-05-2018,24606.59,24635.18,24247.84,24361.45
30-05-2018,24467.83,24714.48,24459.09,24667.78
31-05-2018,24620.79,24620.79,24352.15,24415.84
01-06-2018,24542.09,24673.6,24542.09,24635.21
04-06-2018,24727.55,24859.37,24722.14,24813.69
05-06-2018,24820.12,24838.78,24710.82,24799.98
06-06-2018,24854.14,25146.46,24854.14,25146.39
07-06-2018,25192.14,25326.09,25164.48,25241.41
08-06-2018,25209.29,25325.63,25165.7,25316.53
11-06-2018,25336.67,25402.83,25290.2,25322.31
12-06-2018,25346.82,25364.37,25247.04,25320.73
13-06-2018,25328.65,25362.07,25191.42,25201.2
14-06-2018,25254.65,25332.5,25138.6,25175.31
15-06-2018,25116.71,25130.82,24894.38,25090.48
18-06-2018,24944.28,25003.1,24825.77,24987.47
19-06-2018,24763.59,24763.59,24567.75,24700.21
20-06-2018,24771.17,24804.76,24628.39,24657.8
21-06-2018,24639.21,24639.21,24406.63,24461.7
22-06-2018,24526.97,24663.18,24526.97,24580.89
25-06-2018,24463.73,24463.73,24084.39,24252.8
26-06-2018,24281.89,24384.21,24241.22,24283.11
27-06-2018,24303.11,24569.02,24115.82,24117.59
28-06-2018,24064.19,24308.16,23997.21,24216.05
29-06-2018,24323.93,24509.52,24269.71,24271.41
02-07-2018,24161.53,24319.42,24077.56,24307.18
03-07-2018,24359.39,24444.88,24150.85,24174.82
05-07-2018,24285.82,24372.8,24177.44,24356.74
06-07-2018,24352.47,24520.29,24281.47,24456.48
09-07-2018,24519.2,24796.52,24518.43,24776.59
10-07-2018,24806.97,24945.38,24806.97,24919.66
11-07-2018,24789.48,24815.16,24663.82,24700.45
12-07-2018,24802.9,24939.97,24802.9,24924.89
13-07-2018,24926.07,25043.21,24890.06,25019.41
16-07-2018,25025.58,25072.41,24979.64,25064.36
17-07-2018,25033.92,25155.39,24989.61,25119.89
18-07-2018,25133.79,25215.32,25101.12,25199.29
19-07-2018,25139.15,25154.17,25052.62,25064.5
20-07-2018,25041.14,25124.1,24986.35,25058.12
23-07-2018,25036.9,25081.45,24983.33,25044.29
24-07-2018,25092.43,25286.62,25092.43,25241.94
25-07-2018,25183.7,25432.87,25113.55,25414.1
26-07-2018,25468.55,25587.24,25463.16,25527.07
27-07-2018,25520.52,25580.22,25370.07,25451.06
30-07-2018,25439.32,25500.16,25287.38,25306.83
31-07-2018,25345.21,25490.98,25345.21,25415.19
01-08-2018,25461.63,25488.8,25278.32,25333.82
02-08-2018,25256.45,25360.48,25120.07,25326.16
03-08-2018,25360.37,25467.9,25325.17,25462.58
06-08-2018,25437.43,25540.02,25381.38,25502.18
07-08-2018,25551.65,25692.72,25551.65,25628.91
08-08-2018,25615.72,25634.11,25557.48,25583.75
09-08-2018,25589.79,25613.31,25492.69,25509.23
10-08-2018,25401.19,25401.19,25222.88,25313.14
13-08-2018,25327.19,25381.39,25153.93,25187.7
14-08-2018,25215.69,25339.51,25201.87,25299.92
15-08-2018,25235.37,25235.37,24965.77,25162.41
16-08-2018,25294.97,25607.34,25294.97,25558.73
17-08-2018,25550.8,25728.16,25521.66,25669.32
20-08-2018,25727.7,25790.17,25716.41,25758.69
21-08-2018,25786.99,25888.82,25784.9,25822.29
22-08-2018,25825.06,25836.16,25722.43,25733.6
23-08-2018,25714.86,25762.56,25608.02,25656.98
24-08-2018,25688.58,25826.05,25688.58,25790.35
27-08-2018,25882.71,26067.57,25882.71,26049.64
28-08-2018,26092.7,26122.24,26037.85,26064.02
29-08-2018,26082.53,26167.94,26035.3,26124.57
30-08-2018,26099.01,26104.37,25934.8,25986.92
31-08-2018,25964.85,26028.83,25879.77,25964.82
04-09-2018,25916.07,25971.77,25805.95,25952.48
05-09-2018,25919.84,26011.22,25871.04,25974.99
06-09-2018,25973.02,26073.68,25880.84,25995.87
07-09-2018,25951.02,26002.99,25818.39,25916.54
10-09-2018,25991.91,26039.96,25854.13,25857.07
11-09-2018,25841.14,26019.92,25754.32,25971.06
12-09-2018,25989.07,26145.72,25929.43,25998.92
13-09-2018,26083.94,26191.64,26067.08,26145.99
14-09-2018,26169.56,26211.11,26068.29,26154.67
17-09-2018,26151.66,26184.47,26030.35,26062.12
18-09-2018,26076.21,26317.34,26076.21,26246.96
19-09-2018,26287.84,26464.41,26280.76,26405.76
20-09-2018,26519.39,26697.49,26519.39,26656.98
21-09-2018,26726.25,26769.16,26680.37,26743.5
24-09-2018,26705.25,26709.94,26548.68,26562.05
25-09-2018,26601.58,26634.85,26475.58,26492.21
26-09-2018,26536.86,26606.09,26349.34,26385.28
27-09-2018,26418.27,26557.01,26379.95,26439.93
28-09-2018,26407.66,26515.76,26383.57,26458.31
01-10-2018,26598.36,26737.98,26596.05,26651.21
02-10-2018,26648.91,26824.78,26627.66,26773.94
03-10-2018,26833.47,26951.81,26789.08,26828.39
04-10-2018,26784.08,26793.82,26471.61,26627.48
05-10-2018,26632.77,26676.16,26301.81,26447.05
08-10-2018,26399.45,26529.35,26223.09,26486.78
09-10-2018,26469.19,26539.94,26324.16,26430.57
10-10-2018,26441.73,26441.73,25593.65,25598.74
11-10-2018,25518.39,25683.64,24899.77,25052.83
12-10-2018,25407.63,25467.55,25000.83,25339.99
15-10-2018,25332.46,25482.42,25243.88,25250.55
16-10-2018,25351.53,25817.68,25351.53,25798.42
17-10-2018,25705.87,25810.09,25479.16,25706.68
18-10-2018,25645.56,25691.46,25236.01,25379.45
19-10-2018,25421.09,25608.71,25350.02,25444.34
22-10-2018,25492.14,25561.34,25236.05,25317.41
23-10-2018,25038.46,25307.7,24768.79,25191.43
24-10-2018,25172.88,25306.23,24533.19,24583.42
25-10-2018,24736.54,25104.29,24645.56,24984.55
26-10-2018,24770.25,24916.16,24445.19,24688.31
29-10-2018,24818.98,25040.58,24122.23,24442.92
30-10-2018,24482.04,24906.68,24415.69,24874.64
31-10-2018,25008.82,25336.55,25008.82,25115.76
01-11-2018,25142.08,25396.47,25108.11,25380.74
02-11-2018,25443.6,25578.98,25078.72,25270.83
05-11-2018,25261.47,25507.35,25261.47,25461.7
06-11-2018,25452.83,25651.86,25444.9,25635.01
07-11-2018,25788.46,26200.14,25765.88,26180.3
08-11-2018,26139.59,26277.82,26081.9,26191.22
09-11-2018,26149.11,26161.49,25882.91,25989.3
12-11-2018,25959.33,25966.71,25340.51,25387.18
13-11-2018,25321.21,25511.03,25193.78,25286.49
14-11-2018,25388.08,25501.29,24935.82,25080.5
15-11-2018,25061.48,25354.56,24787.79,25289.27
16-11-2018,25242.35,25510.23,25147.8,25413.22
19-11-2018,25392.61,25392.61,24900.98,25017.44
20-11-2018,24618.68,24707.26,24368.98,24465.64
21-11-2018,24541.65,24669.79,24463.28,24464.69
23-11-2018,24336.4,24408.8,24268.74,24285.95
26-11-2018,24364.13,24673.29,24364.13,24640.24
27-11-2018,24557.02,24750.73,24416.03,24748.73
28-11-2018,24832.84,25368.93,24832.84,25366.43
29-11-2018,25343.65,25479.04,25202.79,25338.84
30-11-2018,25307.14,25549.71,25250.97,25538.46
03-12-2018,25779.57,25980.21,25670.51,25826.43
04-12-2018,25752.56,25773.12,25008.11,25027.07
06-12-2018,24737.42,24951.01,24242.22,24947.67
07-12-2018,24918.82,25095.62,24284.78,24388.95
10-12-2018,24360.95,24500.81,23881.37,24423.26
11-12-2018,24719.91,24791.26,24221.06,24370.24
12-12-2018,24509.09,24828.29,24509.09,24527.27
13-12-2018,24575.86,24740.96,24473.29,24597.38
14-12-2018,24408.04,24431.14,24033.79,24100.51
17-12-2018,23986.83,24088.08,23456.88,23592.98
18-12-2018,23769.13,23927.77,23516.02,23675.64
19-12-2018,23693.33,24057.34,23162.64,23323.66
20-12-2018,23224.12,23282.2,22644.31,22859.6
21-12-2018,22871.74,23254.59,22396.34,22445.37
24-12-2018,22317.28,22339.87,21792.2,21792.2
26-12-2018,21857.73,22878.92,21712.53,22878.45
27-12-2018,22629.06,23138.89,22267.42,23138.82
28-12-2018,23213.61,23381.88,22981.33,23062.4
31-12-2018,23153.94,23333.18,23118.3,23327.46
02-01-2019,23058.61,23413.47,22928.59,23346.24
03-01-2019,23176.39,23176.39,22638.41,22686.22
04-01-2019,22894.92,23518.64,22894.92,23433.16
07-01-2019,23474.26,23687.74,23301.59,23531.35
08-01-2019,23680.32,23864.65,23581.45,23787.45
09-01-2019,23844.27,23985.45,23776.56,23879.12
10-01-2019,23811.11,24014.78,23703.25,24001.92
11-01-2019,23940.01,23996.32,23798.16,23995.95
14-01-2019,23880.53,23964.9,23765.24,23909.84
15-01-2019,23914.11,24099.14,23887.93,24065.59
16-01-2019,24139.91,24288.61,24119.72,24207.16
17-01-2019,24147.09,24474.46,24088.9,24370.1
18-01-2019,24534.19,24750.22,24459.03,24706.35
22-01-2019,24607.76,24607.76,24244.31,24404.48
23-01-2019,24577.25,24700.98,24307.17,24575.62
24-01-2019,24579.96,24626.3,24422.73,24553.24
25-01-2019,24687.21,24860.15,24676.75,24737.2
28-01-2019,24596.98,24596.98,24323.94,24528.22
29-01-2019,24519.62,24674.87,24504.04,24579.96
30-01-2019,24826.52,25109.62,24790.9,25014.86
31-01-2019,24954.48,25049.62,24842.09,24999.67
01-02-2019,25025.31,25193.15,24982.49,25063.89
04-02-2019,25062.12,25239.91,24977.67,25239.37
05-02-2019,25287.93,25427.32,25287.65,25411.52
06-02-2019,25371.57,25439.04,25312.06,25390.3
07-02-2019,25265.81,25314.26,25000.52,25169.53
08-02-2019,25042.36,25106.39,24883.04,25106.33
11-02-2019,25142.81,25196.75,25009.1,25053.11
12-02-2019,25152.03,25458.98,25152.03,25425.76
13-02-2019,25480.86,25625.95,25480.86,25543.27
14-02-2019,25460.65,25558.9,25308.09,25439.39
15-02-2019,25564.63,25883.72,25564.63,25883.25
19-02-2019,25849.85,25961.44,25820.01,25891.32
20-02-2019,25872.26,25986.2,25846.48,25954.44
21-02-2019,25922.41,25938.88,25762.21,25850.63
22-02-2019,25906.27,26052.9,25906.27,26031.81
25-02-2019,26126.15,26241.42,26080.66,26091.95
26-02-2019,26051.61,26155.29,25966.01,26057.98
27-02-2019,25995.6,26039.68,25877.24,25985.16
28-02-2019,25984.28,26029.21,25896.56,25916
01-03-2019,26019.67,26143.92,25914.37,26026.32
04-03-2019,26122.19,26155.98,25611.55,25819.65
05-03-2019,25829.07,25877.15,25725.63,25806.63
06-03-2019,25818.76,25837.61,25633.71,25673.46
07-03-2019,25645.45,25645.45,25352.55,25473.23
08-03-2019,25347.38,25466.14,25252.46,25450.24
11-03-2019,25208,25661.63,25208,25650.88
12-03-2019,25600.3,25675.44,25522.17,25554.66
13-03-2019,25637.23,25776.49,25571.31,25702.89
14-03-2019,25692.31,25752.84,25621.31,25709.94
15-03-2019,25720.96,25927.91,25649.7,25848.87
18-03-2019,25801.88,25924.77,25785.66,25914.1
19-03-2019,25987.87,26109.68,25814.92,25887.38
20-03-2019,25867.79,25929.52,25670.63,25745.67
21-03-2019,25688.44,26009.9,25657.78,25962.51
22-03-2019,25844.65,25877.01,25501.45,25502.32
25-03-2019,25490.72,25603.27,25372.26,25516.83
26-03-2019,25649.56,25796.29,25544.78,25657.73
27-03-2019,25676.34,25758.17,25425.27,25625.59
28-03-2019,25693.32,25743.41,25576.69,25717.46
29-03-2019,25827.31,25949.32,25771.67,25928.68
01-04-2019,26075.1,26280.9,26071.69,26258.42
02-04-2019,26213.55,26221.24,26122.31,26179.13
03-04-2019,26238.03,26282.17,26138.47,26218.13
04-04-2019,26213.42,26398.9,26212.78,26384.63
05-04-2019,26427.56,26487.57,26370.82,26424.99
08-04-2019,26312.67,26344.65,26246.03,26341.02
09-04-2019,26243.54,26246.34,26103.14,26150.58
10-04-2019,26173.71,26209.49,26101.24,26157.16
11-04-2019,26188.21,26229.88,26062.59,26143.05
12-04-2019,26357.79,26436.68,26309.72,26412.3
15-04-2019,26407.76,26424.85,26316.42,26384.77
16-04-2019,26482.19,26530.71,26397.19,26452.66
17-04-2019,26468.53,26501.02,26391.86,26449.54
18-04-2019,26463.37,26602.42,26444.53,26559.54
22-04-2019,26510.77,26553.05,26458.61,26511.05
23-04-2019,26513.83,26695.96,26503.56,26656.39
24-04-2019,26652.56,26680.58,26582.86,26597.05
25-04-2019,26426.37,26536.48,26310.28,26462.08
26-04-2019,26454.62,26543.56,26392.55,26543.33
29-04-2019,26559.87,26602.54,26520.75,26554.39
30-04-2019,26594.56,26614.04,26419.47,26592.91
01-05-2019,26639.06,26689.39,26426.38,26430.14
02-05-2019,26407.15,26454.69,26180.36,26307.79
03-05-2019,26379.14,26534.96,26370.09,26504.95
06-05-2019,26160.62,26476.27,26033.95,26438.48
07-05-2019,26276.9,26276.9,25789.71,25965.09
08-05-2019,25933.79,26118.1,25889.41,25967.33
09-05-2019,25878.85,25884.89,25517.39,25828.36
10-05-2019,25763.72,26019.32,25469.86,25942.37
13-05-2019,25568.06,25568.06,25222.51,25324.99
14-05-2019,25384.03,25688.96,25384.03,25532.05
15-05-2019,25400.13,25724.89,25341.94,25648.02
16-05-2019,25692.14,25957.63,25692.14,25862.68
17-05-2019,25719.95,25948.74,25657.78,25764
20-05-2019,25655.31,25751.71,25560.55,25679.9
21-05-2019,25782.34,25898.27,25779.61,25877.33
22-05-2019,25818.46,25878.21,25755.11,25776.61
23-05-2019,25657.99,25657.99,25328.09,25490.47
24-05-2019,25551.07,25670.81,25496.2,25585.69
28-05-2019,25616.55,25717.63,25342.28,25347.77
29-05-2019,25231.46,25231.46,24938.24,25126.41
30-05-2019,25139.94,25218.54,25066.75,25169.88
31-05-2019,25046.31,25046.31,24809.51,24815.04
03-06-2019,24830.16,24935.21,24680.57,24819.78
04-06-2019,24962.82,25343.77,24962.82,25332.18
05-06-2019,25451,25544.66,25373.58,25539.57
06-06-2019,25567.45,25800.3,25518.05,25720.66
07-06-2019,25768.72,26072.75,25768.72,25983.94
10-06-2019,26090.22,26210.61,26054.31,26062.68
11-06-2019,26180.59,26248.67,25998.87,26048.51
12-06-2019,26040.3,26082.1,25958.66,26004.83
13-06-2019,26036.94,26146.91,25995.71,26106.77
14-06-2019,26076.36,26162.28,25988.09,26089.61
17-06-2019,26108.53,26165.78,26049.8,26112.53
18-06-2019,26228.88,26527.19,26227.76,26465.54
19-06-2019,26490.16,26569.75,26415.05,26504
20-06-2019,26665.38,26798.63,26539.69,26753.17
21-06-2019,26749.12,26907.37,26705.87,26719.13
24-06-2019,26727.61,26806.52,26723.37,26727.54
25-06-2019,26731.61,26752.31,26527.66,26548.22
26-06-2019,26599.42,26660.04,26536.33,26536.82
27-06-2019,26523.72,26607.24,26465.32,26526.58
28-06-2019,26605.93,26638.35,26522.27,26599.96
01-07-2019,26805.86,26890.64,26616.21,26717.43
02-07-2019,26719.53,26787.56,26632.65,26786.68
03-07-2019,26832.32,26966,26831.44,26966
05-07-2019,26867.75,26950.81,26733.33,26922.12
08-07-2019,26835.64,26839.14,26744.87,26806.14
09-07-2019,26725.12,26807.7,26665.57,26783.49
10-07-2019,26851.96,26983.45,26813.11,26860.2
11-07-2019,26950.16,27088.45,26916.32,27088.08
12-07-2019,27139.49,27333.79,27135.45,27332.03
15-07-2019,27364.69,27364.69,27294.17,27359.16
16-07-2019,27349.32,27398.68,27290.24,27335.63
17-07-2019,27320.91,27343.06,27218.38,27219.85
18-07-2019,27191.98,27266.81,27068.79,27222.97
19-07-2019,27246.38,27342.96,27145.78,27154.2
22-07-2019,27174.18,27227.77,27088.9,27171.9
23-07-2019,27231.86,27368.81,27204.58,27349.19
24-07-2019,27262.24,27291.04,27191.12,27269.97
25-07-2019,27247.39,27298.43,27062.48,27140.98
26-07-2019,27166,27213.7,27123.25,27192.45
29-07-2019,27192.24,27275.85,27178.06,27221.35
30-07-2019,27145.39,27224.36,27069.86,27198.02
31-07-2019,27244.67,27281.65,26719.6,26864.27
01-08-2019,26879.86,27175.59,26548.71,26583.42
02-08-2019,26528.66,26570.02,26249.22,26485.01
05-08-2019,26259.23,26259.23,25523.38,25717.74
06-08-2019,25810.62,26038.68,25710.87,26029.52
07-08-2019,25814.22,26073.21,25440.39,26007.07
08-08-2019,26086.52,26383.61,26038.1,26378.19
09-08-2019,26337.09,26413.36,26097.64,26287.44
12-08-2019,26169.91,26178.95,25824.94,25907.37
13-08-2019,25888.88,26426.97,25833.25,26279.91
14-08-2019,26035.08,26035.08,25471.59,25479.42
15-08-2019,25514.25,25639.69,25339.6,25579.39
16-08-2019,25678.17,25929.65,25678.17,25886.01
19-08-2019,26020.06,26222.32,26020.06,26135.79
20-08-2019,26086.86,26160.12,25952,25962.44
21-08-2019,26145.36,26268.32,26141.77,26202.73
22-08-2019,26271.64,26388.78,26099.01,26252.24
23-08-2019,26134.21,26320.29,25507.18,25628.9
26-08-2019,25826.05,25941.25,25716.39,25898.83
27-08-2019,26014.46,26054.02,25721.85,25777.9
28-08-2019,25712.99,26041.57,25637.43,26036.1
29-08-2019,26249.09,26408.84,26185.71,26362.25
30-08-2019,26476.39,26514.62,26295.59,26403.28
03-09-2019,26198.26,26198.26,25978.22,26118.02
04-09-2019,26301.99,26362.35,26244.44,26355.47
05-09-2019,26603.15,26836.3,26603.15,26728.15
06-09-2019,26790.25,26860.87,26708.39,26797.46
09-09-2019,26866.23,26900.83,26762.18,26835.51
10-09-2019,26805.83,26909.43,26717.05,26909.43
11-09-2019,26928.05,27137.04,26885.48,27137.04
12-09-2019,27197.32,27306.73,27105.01,27182.45
13-09-2019,27216.67,27277.55,27193.95,27219.52
16-09-2019,27146.06,27172.87,27032.56,27076.82
17-09-2019,27010.12,27110.8,26984.14,27110.8
18-09-2019,27075.39,27161.93,26899.15,27147.08
19-09-2019,27186.05,27272.17,27064.21,27094.79
20-09-2019,27102.18,27194.75,26926.68,26935.07
23-09-2019,26851.45,27011.07,26831.34,26949.99
24-09-2019,27034.07,27079.68,26704.96,26807.77
25-09-2019,26866.71,27016.56,26755.86,26970.71
26-09-2019,27004.11,27015.07,26803.84,26891.12
27-09-2019,26987.26,27012.54,26715.82,26820.25
30-09-2019,26852.33,26998.86,26852.33,26916.83
01-10-2019,26962.54,27046.21,26562.22,26573.04
02-10-2019,26425.86,26438.04,25974.12,26078.62
03-10-2019,26039.02,26205.2,25743.46,26201.04
04-10-2019,26271.7,26590.74,26271.7,26573.72
07-10-2019,26502.33,26655.84,26424.54,26478.02
08-10-2019,26276.59,26421.81,26139.8,26164.04
09-10-2019,26308.23,26424.31,26249.75,26346.01
10-10-2019,26317.35,26603.31,26314.51,26496.67
11-10-2019,26694.2,27013.97,26694.2,26816.59
14-10-2019,26766.43,26874.33,26749.18,26787.36
15-10-2019,26811.2,27120.11,26811.2,27024.8
16-10-2019,26972.31,27058.34,26943.29,27001.98
17-10-2019,27032.38,27112.16,26970.29,27025.88
18-10-2019,27004.49,27018.25,26770.13,26770.2
21-10-2019,26852.67,26852.67,26747.62,26827.64
22-10-2019,26850.43,26946.64,26782.61,26788.1
23-10-2019,26835.24,26896.89,26745,26833.95
24-10-2019,26893.93,26931.78,26714.34,26805.53
25-10-2019,26789.61,27015.37,26765.68,26958.06
28-10-2019,27040.33,27167.88,27028.71,27090.72
29-10-2019,27061.07,27165.94,27039.76,27071.42
30-10-2019,27110.71,27204.36,26999.64,27186.69
31-10-2019,27188.37,27188.37,26918.29,27046.23
01-11-2019,27142.95,27347.43,27142.95,27347.36
04-11-2019,27402.06,27517.58,27402.06,27462.11
05-11-2019,27500.23,27560.36,27453.55,27492.63
06-11-2019,27502.74,27526.05,27407.81,27492.56
07-11-2019,27590.16,27774.67,27590.16,27674.8
08-11-2019,27686.2,27694.95,27578.97,27681.24
11-11-2019,27580.66,27714.39,27517.67,27691.49
12-11-2019,27701.59,27770.86,27635.32,27691.49
13-11-2019,27622.04,27806.4,27587.2,27783.59
14-11-2019,27757.2,27800.71,27676.97,27781.96
15-11-2019,27843.54,28004.89,27843.54,28004.89
18-11-2019,27993.22,28040.97,27969.24,28036.22
19-11-2019,28079.76,28090.21,27894.52,27934.02
20-11-2019,27879.55,27897.28,27675.28,27821.09
21-11-2019,27820.28,27828.33,27708.34,27766.29
22-11-2019,27831.23,27898.46,27773.98,27875.62
25-11-2019,27917.77,28068.69,27917.77,28066.47
26-11-2019,28080.75,28146.02,28042.21,28121.68
27-11-2019,28156.47,28174.97,28075.23,28164
29-11-2019,28103.16,28119.51,28042.53,28051.41
02-12-2019,28109.74,28109.84,27782.35,27783.04
03-12-2019,27501.98,27524.74,27325.13,27502.81
04-12-2019,27634.63,27727.45,27612.08,27649.78
05-12-2019,27736.05,27745.2,27562.8,27677.79
06-12-2019,27839.68,28035.85,27839.68,28015.06
09-12-2019,27987.05,28010.42,27906.14,27909.6
10-12-2019,27900.65,27949.02,27804,27881.72
11-12-2019,27867.31,27925.5,27801.8,27911.3
12-12-2019,27898.34,28224.95,27859.87,28132.05
13-12-2019,28123.64,28290.73,28028.32,28135.38
16-12-2019,28191.67,28337.49,28191.67,28235.89
17-12-2019,28221.75,28328.63,28220.56,28267.16
18-12-2019,28291.44,28323.25,28239.28,28239.28
19-12-2019,28278.31,28381.48,28278.24,28376.96
20-12-2019,28608.64,28608.64,28445.6,28455.09
23-12-2019,28491.78,28582.49,28491.78,28551.53
24-12-2019,28572.57,28576.8,28503.21,28515.45
26-12-2019,28539.46,28624.1,28535.15,28621.39
27-12-2019,28675.34,28701.66,28608.98,28645.26
30-12-2019,28654.76,28664.69,28428.98,28462.14
31-12-2019,28414.64,28547.35,28376.49,28538.44
02-01-2020,28638.97,28872.8,28627.77,28868.8
03-01-2020,28553.33,28716.31,28500.36,28634.88
06-01-2020,28465.5,28708.02,28418.63,28703.38
07-01-2020,28639.18,28685.5,28565.28,28583.68
08-01-2020,28556.14,28866.18,28522.51,28745.09
09-01-2020,28851.97,28988.01,28844.31,28956.9
10-01-2020,28977.52,29009.07,28789.1,28823.77
13-01-2020,28869.01,28909.91,28819.43,28907.05
14-01-2020,28895.5,29054.16,28872.27,28939.67
15-01-2020,28901.8,29127.59,28897.35,29030.22
16-01-2020,29131.95,29300.32,29131.95,29297.64
17-01-2020,29313.31,29373.62,29289.91,29348.1
21-01-2020,29269.05,29341.21,29146.47,29196.04
22-01-2020,29263.63,29320.2,29172.26,29186.27
23-01-2020,29111.02,29190.47,28966.98,29160.09
24-01-2020,29230.39,29288.79,28843.31,28989.73
27-01-2020,28542.49,28671.79,28440.47,28535.8
28-01-2020,28594.28,28823.23,28575.75,28722.85
29-01-2020,28820.53,28944.24,28728.19,28734.45
30-01-2020,28640.16,28879.71,28489.76,28859.44
31-01-2020,28813.04,28813.04,28169.53,28256.03
03-02-2020,28319.65,28630.39,28319.65,28399.81
04-02-2020,28696.74,28904.88,28696.74,28807.63
05-02-2020,29048.73,29308.89,29000.85,29290.85
06-02-2020,29388.58,29408.05,29246.93,29379.77
07-02-2020,29286.92,29286.92,29056.98,29102.51
10-02-2020,28995.66,29278.07,28995.66,29276.82
11-02-2020,29390.71,29415.39,29210.47,29276.34
12-02-2020,29406.75,29568.57,29406.75,29551.42
13-02-2020,29436.03,29535.4,29345.93,29423.31
14-02-2020,29440.47,29463.04,29283.18,29398.08
18-02-2020,29282.78,29330.16,29116.81,29232.19
19-02-2020,29312.7,29409.09,29274.38,29348.03
20-02-2020,29296.25,29368.45,28959.65,29219.98
21-02-2020,29146.53,29146.53,28892.7,28992.41
24-02-2020,28402.93,28402.93,27912.44,27960.8
25-02-2020,28037.65,28149.2,26997.62,27081.36
26-02-2020,27159.46,27542.78,26890.97,26957.59
27-02-2020,26526,26775.31,25752.82,25766.64
28-02-2020,25270.83,25494.24,24681.01,25409.36
02-03-2020,25590.51,26706.17,25391.96,26703.32
03-03-2020,26762.47,27084.59,25706.28,25917.41
04-03-2020,26383.68,27102.34,26286.31,27090.86
05-03-2020,26671.92,26671.92,25943.33,26121.28
06-03-2020,25457.21,25994.38,25226.62,25864.78
09-03-2020,24992.36,24992.36,23706.07,23851.02
10-03-2020,24453,25020.99,23690.34,25018.16
11-03-2020,24604.63,24604.63,23328.32,23553.22
12-03-2020,22184.71,22837.95,21154.46,21200.62
13-03-2020,21973.82,23189.76,21285.37,23185.62
16-03-2020,20917.53,21768.28,20116.46,20188.52
17-03-2020,20487.05,21379.35,19882.26,21237.38
18-03-2020,20188.69,20489.33,18917.46,19898.92
19-03-2020,19830.01,20442.63,19177.13,20087.19
20-03-2020,20253.15,20531.26,19094.27,19173.98
23-03-2020,19028.36,19121.01,18213.65,18591.93
24-03-2020,19722.19,20737.7,19649.25,20704.91
25-03-2020,21050.34,22019.93,20538.34,21200.55
26-03-2020,21468.38,22595.06,21427.1,22552.17
27-03-2020,21898.47,22327.57,21469.27,21636.78
30-03-2020,21678.22,22378.09,21522.08,22327.48
31-03-2020,22208.42,22480.37,21852.08,21917.16
01-04-2020,21227.38,21487.24,20784.43,20943.51
02-04-2020,20819.46,21477.77,20735.02,21413.44
